category_name,product_url,image_link,overview,length,width,features,edge_style,color,shape,material
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-2-25-qt-sandshell-melamine-medium-serving-bowl-case/2027002DD013.html,https://cdnimg.webstaurantstore.com/images/products/large/810621/2738796.jpg,"Ideal for serving salads, pasta dishes, or other side dishes | Serene sand shell color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",14 Inches,12 3/8 Inches,"BPA Free, Dishwasher Safe",,Ivory,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-2-25-qt-driftwood-gray-melamine-medium-serving-bowl-case/2027006DD013.html,https://cdnimg.webstaurantstore.com/images/products/large/810294/2738883.jpg,"Ideal for serving salads, pasta dishes, or other side dishes | Subtle driftwood gray color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",14 Inches,12 3/8 Inches,"BPA Free, Dishwasher Safe",,Gray,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-2-25-qt-black-melamine-medium-serving-bowl-case/2027000DD013.html,https://cdnimg.webstaurantstore.com/images/products/large/810542/2738568.jpg,"Ideal for serving salads, pasta dishes, or other side dishes | Sleek black color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",14 Inches,12 3/8 Inches,"BPA Free, Dishwasher Safe",,Black,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-17-qt-white-melamine-extra-large-salad-bowl-case/2027008DD032.html,https://cdnimg.webstaurantstore.com/images/products/large/810558/2739015.jpg,"Ideal for serving family-style salads, pasta dishes, or other large portions | Classic white color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",22 Inches,19 Inches,"BPA Free, Dishwasher Safe",,White,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-17-qt-sand-shell-melamine-extra-large-salad-bowl-case/2027002DD032.html,https://cdnimg.webstaurantstore.com/images/products/large/810358/2738409.jpg,"Ideal for serving family-style salads, pasta dishes, or other large portions | Serene sand shell color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",22 Inches,19 Inches,"BPA Free, Dishwasher Safe",,Ivory,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-17-qt-driftwood-gray-melamine-extra-large-salad-bowl-case/2027006DD032.html,https://cdnimg.webstaurantstore.com/images/products/large/810355/2738976.jpg,"Ideal for serving family-style salads, pasta dishes, or other large portions | Subtle driftwood gray color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",22 Inches,19 Inches,"BPA Free, Dishwasher Safe",,Gray,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-17-qt-black-melamine-extra-large-salad-bowl-case/2027000DD032.html,https://cdnimg.webstaurantstore.com/images/products/large/810495/2738536.jpg,"Ideal for serving family-style salads, pasta dishes, or other large portions | Sleek black color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",22 Inches,19 Inches,"BPA Free, Dishwasher Safe",,Black,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-x-8-case/2027008DD010.html,https://cdnimg.webstaurantstore.com/images/products/large/810441/2739025.jpg,"Ideal for serving entrees, appetizers, or side dishes | Classic white color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 Inches,8 Inches,,,White,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-x-8-case/2027004DD010.html,https://cdnimg.webstaurantstore.com/images/products/large/810430/2738410.jpg,"Ideal for serving entrees, appetizers, or side dishes | Warm, muted starfish color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 Inches,8 Inches,,,Beige,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-x-8-case/2027002DD010.html,https://cdnimg.webstaurantstore.com/images/products/large/810369/2738214.jpg,"Ideal for serving entrees, appetizers, or side dishes | Serene sand shell color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 Inches,8 Inches,,,Ivory,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-x-8-case/2027006DD010.html,https://cdnimg.webstaurantstore.com/images/products/large/810354/2738877.jpg,"Ideal for serving entrees, appetizers, or side dishes | Subtle driftwood gray color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 Inches,8 Inches,,,Gray,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-x-8-case/2027000DD010.html,https://cdnimg.webstaurantstore.com/images/products/large/810328/2738706.jpg,"Ideal for serving entrees, appetizers, or side dishes | Sleek black color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 Inches,8 Inches,,,Black,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-square-white-melamine-canape-platter-case/2027008DD008.html,https://cdnimg.webstaurantstore.com/images/products/large/810457/2739027.jpg,"Ideal for serving small bites, hors d'oeuvres, or canapes | Classic white color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 Inches,15 Inches,"BPA Free, Dishwasher Safe",,White,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-square-starfish-melamine-canape-platter-case/2027004DD008.html,https://cdnimg.webstaurantstore.com/images/products/large/810614/2738398.jpg,"Ideal for serving small bites, hors d'oeuvres, or canapes | Warm, muted starfish color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 Inches,15 Inches,"BPA Free, Dishwasher Safe",,Beige,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-square-sand-shell-melamine-canape-platter-case/2027002DD008.html,https://cdnimg.webstaurantstore.com/images/products/large/810619/2738805.jpg,"Ideal for serving small bites, hors d'oeuvres, or canapes | Serene sand shell color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 Inches,15 Inches,"BPA Free, Dishwasher Safe",,Ivory,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-square-driftwood-gray-melamine-canape-platter-case/2027006DD008.html,https://cdnimg.webstaurantstore.com/images/products/large/810309/2738896.jpg,"Ideal for serving small bites, hors d'oeuvres, or canapes | Subtle driftwood gray color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 Inches,15 Inches,"BPA Free, Dishwasher Safe",,Gray,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-square-black-melamine-canape-platter-case/2027000DD008.html,https://cdnimg.webstaurantstore.com/images/products/large/810290/2738558.jpg,"Ideal for serving small bites, hors d'oeuvres, or canapes | Sleek black color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 Inches,15 Inches,"BPA Free, Dishwasher Safe",,Black,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-case/2027008DD006.html,https://cdnimg.webstaurantstore.com/images/products/large/810402/2739026.jpg,"Ideal for serving an array of fresh fruits, desserts, or appetizers | Classic white color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 1/2 Inches,15 Inches,"BPA Free, Dishwasher Safe",,White,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-case/2027002DD006.html,https://cdnimg.webstaurantstore.com/images/products/large/810381/2738539.jpg,"Ideal for serving an array of fresh fruits, desserts, or appetizers | Serene sand shell color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 1/2 Inches,15 Inches,"BPA Free, Dishwasher Safe",,Ivory,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-case/2027006DD006.html,https://cdnimg.webstaurantstore.com/images/products/large/810377/2738898.jpg,"Ideal for serving an array of fresh fruits, desserts, or appetizers | Subtle driftwood gray color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 1/2 Inches,15 Inches,"BPA Free, Dishwasher Safe",,Gray,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-15-case/2027000DD006.html,https://cdnimg.webstaurantstore.com/images/products/large/810487/2738710.jpg,"Ideal for serving an array of fresh fruits, desserts, or appetizers | Sleek black color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",15 1/2 Inches,15 Inches,"BPA Free, Dishwasher Safe",,Black,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-14-white-melamine-cheese-platter-case/2027008DD007.html,https://cdnimg.webstaurantstore.com/images/products/large/810562/2739122.jpg,"Ideal for serving an assortment of cheeses, charcuterie, and appetizers | Classic white color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,"BPA Free, Dishwasher Safe",,White,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-14-sand-shell-melamine-cheese-platter-case/2027002DD007.html,https://cdnimg.webstaurantstore.com/images/products/large/810455/2738804.jpg,"Ideal for serving an assortment of cheeses, charcuterie, and appetizers | Serene sand shell color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,"BPA Free, Dishwasher Safe",,Ivory,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-14-driftwood-gray-melamine-cheese-platter-case/2027006DD007.html,https://cdnimg.webstaurantstore.com/images/products/large/810507/2738892.jpg,"Ideal for serving an assortment of cheeses, charcuterie, and appetizers | Subtle driftwood gray color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,"BPA Free, Dishwasher Safe",,Gray,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-14-black-melamine-cheese-platter-case/2027000DD007.html,https://cdnimg.webstaurantstore.com/images/products/large/810324/2738561.jpg,"Ideal for serving an assortment of cheeses, charcuterie, and appetizers | Sleek black color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,"BPA Free, Dishwasher Safe",,Black,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-12-x-10-white-melamine-rectangular-platter-case/2027008DD011.html,https://cdnimg.webstaurantstore.com/images/products/large/810517/2739023.jpg,"Ideal for serving entrees, salads, and specialty seafood dishes | Classic white color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",12 Inches,10 Inches,"BPA Free, Dishwasher Safe",,White,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-12-x-10-sand-shell-melamine-rectangular-platter-case/2027002DD011.html,https://cdnimg.webstaurantstore.com/images/products/large/810608/2738556.jpg,"Ideal for serving entrees, salads, and specialty seafood dishes | Serene sand shell color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",12 Inches,10 Inches,"BPA Free, Dishwasher Safe",,Ivory,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-12-x-10-driftwood-gray-melamine-rectangular-platter-case/2027006DD011.html,https://cdnimg.webstaurantstore.com/images/products/large/810496/2738882.jpg,"Ideal for serving entrees, salads, and specialty seafood dishes | Subtle driftwood gray color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",12 Inches,10 Inches,"BPA Free, Dishwasher Safe",,Gray,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-12-x-10-black-melamine-rectangular-platter-case/2027000DD011.html,https://cdnimg.webstaurantstore.com/images/products/large/810376/2738142.jpg,"Ideal for serving entrees, salads, and specialty seafood dishes | Sleek black color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",12 Inches,10 Inches,"BPA Free, Dishwasher Safe",,Black,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-12-qt-starfish-melamine-large-salad-bowl-case/2027004DD014.html,https://cdnimg.webstaurantstore.com/images/products/large/810613/2738575.jpg,"Ideal for serving larger portions of salads and pastas | Warm, muted starfish color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",18 Inches,14 Inches,,,Beige,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-12-qt-sand-shell-melamine-large-salad-bowl-case/2027002DD014.html,https://cdnimg.webstaurantstore.com/images/products/large/810535/2738635.jpg,"Ideal for serving larger portions of salads and pastas | Serene sand shell color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",18 Inches,14 Inches,,,Ivory,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-12-qt-driftwood-gray-melamine-large-salad-bowl-case/2027006DD014.html,https://cdnimg.webstaurantstore.com/images/products/large/810575/2738884.jpg,"Ideal for serving larger portions of salads and pastas | Subtle driftwood gray color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",18 Inches,14 Inches,,,Gray,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-12-qt-black-melamine-large-salad-bowl-case/2027000DD014.html,https://cdnimg.webstaurantstore.com/images/products/large/810449/2738577.jpg,"Ideal for serving larger portions of salads and pastas | Sleek black color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",18 Inches,14 Inches,,,Black,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-1-75-qt-white-melamine-small-serving-bowl-case/2027008DD012.html,https://cdnimg.webstaurantstore.com/images/products/large/810538/2739128.jpg,"Ideal for serving snacks and side dishes | Classic white color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",11 7/8 Inches,10 1/4 Inches,"BPA Free, Dishwasher Safe",,White,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-1-75-qt-starfish-melamine-small-serving-bowl-case/2027004DD012.html,https://cdnimg.webstaurantstore.com/images/products/large/810526/2738400.jpg,"Ideal for serving snacks and side dishes | Warm, muted starfish color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",11 7/8 Inches,10 1/4 Inches,"BPA Free, Dishwasher Safe",,Beige,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-1-75-qt-sandshell-melamine-small-serving-bowl-case/2027002DD012.html,https://cdnimg.webstaurantstore.com/images/products/large/810474/2738559.jpg,"Ideal for serving snacks and side dishes | Serene sand shell color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",11 7/8 Inches,10 1/4 Inches,"BPA Free, Dishwasher Safe",,Ivory,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-1-75-qt-driftwood-gray-melamine-small-serving-bowl-case/2027006DD012.html,https://cdnimg.webstaurantstore.com/images/products/large/810544/2738878.jpg,"Ideal for serving snacks and side dishes | Subtle driftwood gray color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",11 7/8 Inches,10 1/4 Inches,"BPA Free, Dishwasher Safe",,Gray,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-1-75-qt-black-melamine-small-serving-bowl-case/2027000DD012.html,https://cdnimg.webstaurantstore.com/images/products/large/810511/2738720.jpg,"Ideal for serving snacks and side dishes | Sleek black color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",11 7/8 Inches,10 1/4 Inches,"BPA Free, Dishwasher Safe",,Black,Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-1-5-qt-white-melamine-small-dressing-crock-case/2027008DD001.html,https://cdnimg.webstaurantstore.com/images/products/large/810522/2739004.jpg,"Ideal for serving dressings, sauces, or condiments | Classic white color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,,,White,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-1-5-qt-starfish-melamine-small-dressing-crock-case/2027004DD001.html,https://cdnimg.webstaurantstore.com/images/products/large/810616/2738726.jpg,"Ideal for serving dressings, sauces, or condiments | Warm, muted starfish color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,,,Beige,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-1-5-qt-sand-shell-melamine-small-dressing-crock-case/2027002DD001.html,https://cdnimg.webstaurantstore.com/images/products/large/810611/2738211.jpg,"Ideal for serving dressings, sauces, or condiments | Serene sand shell color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,,,Ivory,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-1-5-qt-driftwood-gray-melamine-small-dressing-crock-case/2027006DD001.html,https://cdnimg.webstaurantstore.com/images/products/large/810561/2738894.jpg,"Ideal for serving dressings, sauces, or condiments | Subtle driftwood gray color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,,,Gray,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-1-5-qt-black-melamine-small-dressing-crock-case/2027000DD001.html,https://cdnimg.webstaurantstore.com/images/products/large/810384/2738566.jpg,"Ideal for serving dressings, sauces, or condiments | Sleek black color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,,,Black,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-0-65-qt-white-melamine-mini-dressing-crock-case/2027008DD029.html,https://cdnimg.webstaurantstore.com/images/products/large/810554/2739006.jpg,"Ideal for serving small portions of dressings, sauces, or condiments | Classic white color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,,,White,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-0-65-qt-starfish-melamine-mini-dressing-crock-case/2027004DD029.html,https://cdnimg.webstaurantstore.com/images/products/large/810473/2738728.jpg,"Ideal for serving small portions of dressings, sauces, or condiments | Warm, muted starfish color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,,,Beige,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-0-65-qt-sand-shell-melamine-mini-dressing-crock-case/2027002DD029.html,https://cdnimg.webstaurantstore.com/images/products/large/810493/2738573.jpg,"Ideal for serving small portions of dressings, sauces, or condiments | Serene sand shell color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,,,Ivory,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-0-65-qt-driftwood-gray-melamine-mini-dressing-crock-case/2027006DD029.html,https://cdnimg.webstaurantstore.com/images/products/large/810373/2738986.jpg,"Ideal for serving small portions of dressings, sauces, or condiments | Subtle driftwood gray color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,,,Gray,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-marisol-buffet-from-steelite-international-0-65-qt-black-melamine-mini-dressing-crock-case/2027000DD029.html,https://cdnimg.webstaurantstore.com/images/products/large/810531/2738709.jpg,"Ideal for serving small portions of dressings, sauces, or condiments | Sleek black color adds a polished touch to any setting | High-quality melamine construction ensures long-lasting durability | Organic contours present a chic, natural design | Perfect for indoor and outdoor buffet settings",,,,,Black,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-9-25-oz-melamine-bowl-case/2027199TM002.html,https://cdnimg.webstaurantstore.com/images/products/large/810597/2738562.jpg,"Ideal for serving fresh fruit, small sides, or desserts | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",,,"BPA Free, Dishwasher Safe",,"Black, Brown",Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-9-oz-black-melamine-server-case/2027199TM005.html,https://cdnimg.webstaurantstore.com/images/products/large/810426/2738989.jpg,"Perfect for serving gravy, sauces, syrups, and cream | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",5 7/8 Inches,,"BPA Free, Dishwasher Safe",Colored Rim,"Brown, Gray",Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-9-1-4-square-black-melamine-plate-case/2027199TM023.html,https://cdnimg.webstaurantstore.com/images/products/large/810312/2738905.jpg,Ideal for serving large entrees or hearty salads | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service,9 1/4 Inches,9 1/4 Inches,"BPA Free, Dishwasher Safe",Coupe,"Black, Brown",Square,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-9-1-4-black-melamine-round-plate-case/2027199TM014.html,https://cdnimg.webstaurantstore.com/images/products/large/810527/2738841.jpg,Ideal for serving large entrees or hearty salads | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service,,,"BPA Free, Dishwasher Safe",Narrow Rim,"Black, Brown",Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-9-1-2-x-6-3-4-black-melamine-oval-plate-case/2027199TM008.html,https://cdnimg.webstaurantstore.com/images/products/large/810568/2738991.jpg,"Ideal for serving lunch entrees, salads, or specialty seafood dishes | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",9 1/2 Inches,6 3/4 Inches,"BPA Free, Dishwasher Safe",Irregular,"Black, Brown",Oval,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-8-black-melamine-round-plate-case/2027199TM013.html,https://cdnimg.webstaurantstore.com/images/products/large/810433/2738957.jpg,"Ideal for serving lunch entrees, small sides, or salads | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",,,"BPA Free, Dishwasher Safe",Narrow Rim,"Black, Brown",Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-6-3-8-black-melamine-round-plate-case/2027199TM012.html,https://cdnimg.webstaurantstore.com/images/products/large/810586/2738583.jpg,"Ideal for serving small salads, appetizers, or desserts | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",,,"BPA Free, Dishwasher Safe",Narrow Rim,"Black, Brown",Round,Melamine
